seed,method,step,trajectories_seen,train_seconds,training_bound_interval_mean,gradient_inf_norm_interval_mean,validation_bound,validation_mc_se
11,mean_var,0,0,0.0,,,0.11940184875857085,0.040125566234009154
11,mean_var,50,1600,0.8243561089038849,0.12546471036970616,0.09280465006828308,0.13337930175475776,0.039842863430803656
11,mean_var,100,3200,1.6501287128776312,0.11151680365204811,0.10710943289101124,0.19399344734847546,0.04143515301253838
11,mean_var,150,4800,2.4759904149686918,0.2578276634216309,0.18774528317153455,0.4429170897928998,0.0498084508701832
11,mean_var,200,6400,3.3038023078115657,0.5091226199269294,0.3157319179177284,0.8029736460885033,0.05688633969480552
11,mean_var,250,8000,4.136207330506295,0.9355323892831803,0.45224558234214784,1.0976281977491453,0.054210967058694395
11,mean_var,300,9600,4.970629412448034,1.0598093211650848,0.4891182228922844,1.157619571313262,0.053254890034077955
11,mean_var,350,11200,5.794172436580993,1.1123506700992585,0.554953136742115,1.1559800151735544,0.052483445013332415
11,mean_var,400,12800,6.621093708556145,1.1638095629215242,0.7707134175300598,1.1608426261227578,0.05170320795337479
11,mean_var,450,14400,7.441029806737788,1.1397842419147493,0.6592703050374985,1.1597783551551402,0.051327390085179024
11,mean_var,500,16000,8.263670020620339,1.1420745611190797,0.7768850073218345,1.1640181578695774,0.05139074157442545
