scenario,seed,method,step,examples,compute_seconds,data_seconds,train_seconds,train_mse,validation_rmse,best_validation_rmse
physical_fixed,22,expanded_stats,400,204800,0.4045562249375507,0.18824662326369435,0.5928028482012451,0.015577293261885642,0.12402679890984347,0.12402679890984347
physical_fixed,22,expanded_stats,500,256000,0.505197268910706,0.23542271938640624,0.7406199882971123,0.01322961449623108,0.10962882427561638,0.10962882427561638
physical_fixed,22,expanded_stats,600,307200,0.6060911379754543,0.282534628524445,0.8886257664998993,0.011538053052499891,0.10758982010308958,0.10758982010308958
physical_fixed,22,expanded_stats,700,358400,0.7134533479111269,0.3305045732995495,1.0439579212106764,0.01103428822942078,0.10668801482545291,0.10668801482545291
physical_fixed,22,expanded_stats,800,409600,0.825985069735907,0.37790385400876403,1.203888923744671,0.0112526585906744,0.10620168309291132,0.10620168309291132
physical_fixed,22,expanded_stats,900,460800,0.9383636623388156,0.425219677737914,1.3635833400767297,0.011089512025937437,0.106751515037866,0.10620168309291132
physical_fixed,22,expanded_stats,1000,512000,1.0504652600502595,0.4724798434181139,1.5229451034683734,0.011136094136163592,0.10701632591041611,0.10620168309291132
physical_fixed,22,expanded_stats,1100,563200,1.1631209870101884,0.5196886194171384,1.6828096064273268,0.011050453288480639,0.1063838139303766,0.10620168309291132
physical_fixed,22,expanded_stats,1200,614400,1.2756853768369183,0.5670451513724402,1.8427305282093585,0.0109270612988621,0.10586349495622256,0.10586349495622256
physical_fixed,22,expanded_stats,1300,665600,1.388063205871731,0.6143295951187611,2.002392800990492,0.01092864416539669,0.10619541482398667,0.10586349495622256
physical_fixed,22,expanded_stats,1400,716800,1.500382746104151,0.6617416398366913,2.1621243859408423,0.01095008585602045,0.10592595850420256,0.10586349495622256
physical_fixed,22,expanded_stats,1500,768000,1.612247921875678,0.7090963805094361,2.321344302385114,0.010871293200179934,0.105719934349534,0.105719934349534
physical_fixed,22,expanded_stats,1600,819200,1.7241608229232952,0.7563000493682921,2.4804608722915873,0.011012499975040555,0.1056693094643067,0.1056693094643067
physical_fixed,22,expanded_stats,1700,870400,1.8363560792058706,0.8035470092436299,2.6399030884495005,0.01086990499868989,0.10560535243662211,0.10560535243662211
physical_fixed,22,expanded_stats,1800,921600,1.9494464043527842,0.850865216110833,2.800311620463617,0.01090006017126143,0.10609265428472174,0.10560535243662211
physical_fixed,22,expanded_stats,1900,972800,2.0553159724222496,0.8981957378564402,2.95351171027869,0.010902104992419481,0.10597820252948312,0.10560535243662211
physical_fixed,22,expanded_stats,2000,1024000,2.1557368392823264,0.9453722491161898,3.101109088398516,0.011013349443674087,0.10561594326473998,0.10560535243662211
physical_fixed,22,expanded_stats,2100,1075200,2.258512073662132,0.9935900381533429,3.252102111815475,0.011001397632062435,0.10594779599040809,0.10560535243662211
physical_fixed,22,expanded_stats,2200,1126400,2.3596037136157975,1.0406819590134546,3.400285672629252,0.011023317193612457,0.10568086508529281,0.10560535243662211
physical_fixed,22,expanded_stats,2300,1177600,2.460362321231514,1.087806599913165,3.548168921144679,0.010987512804567813,0.10565791302709956,0.10560535243662211
physical_fixed,22,expanded_stats,2400,1228800,2.5613628503633663,1.134896534611471,3.6962593849748373,0.011086027212440968,0.10563879502451627,0.10560535243662211
physical_fixed,22,expanded_stats,2500,1280000,2.662179135135375,1.1820950985420495,3.8442742336774245,0.01094751562923193,0.10552029460300395,0.10552029460300395
physical_fixed,22,expanded_stats,2600,1331200,2.763162225135602,1.2292325373273343,3.9923947624629363,0.010903983945026993,0.10565877849241782,0.10552029460300395
physical_fixed,22,expanded_stats,2700,1382400,2.8640636063646525,1.2765259984880686,4.140589604852721,0.0108619543351233,0.10655823711085485,0.10552029460300395
physical_fixed,22,expanded_stats,2800,1433600,2.965282111777924,1.3236530694412068,4.288935181219131,0.010952266603708268,0.10561665440033602,0.10552029460300395
physical_fixed,22,expanded_stats,2900,1484800,3.0663961094105616,1.3708704727469012,4.437266582157463,0.011032168939709663,0.10568470267208149,0.10552029460300395
physical_fixed,22,expanded_stats,3000,1536000,3.1673099558101967,1.4181699936743826,4.585479949484579,0.010952023174613714,0.10585581031294135,0.10552029460300395
physical_fixed,22,deepsets,0,0,0.0,0.0,0.0,,0.6642397340462209,0.6642397340462209
physical_fixed,22,deepsets,100,51200,0.11591823259368539,0.04737466643564403,0.16329289902932942,0.10317925976589322,0.13399949553200852,0.13399949553200852
physical_fixed,22,deepsets,200,102400,0.230240308213979,0.09481048618908972,0.3250507944030687,0.01687163032591343,0.13362426946290076,0.13362426946290076
physical_fixed,22,deepsets,300,153600,0.3461965922033414,0.14315023086965084,0.48934682307299227,0.01673826058395207,0.1324723161094511,0.1324723161094511
physical_fixed,22,deepsets,400,204800,0.4628732610726729,0.19183083483949304,0.6547040959121659,0.016163345808163285,0.12743603973569087,0.12743603973569087
physical_fixed,22,deepsets,500,256000,0.5771949515910819,0.2393563068471849,0.8165512584382668,0.013211655411869288,0.10637776841948203,0.10637776841948203
physical_fixed,22,deepsets,600,307200,0.6911604923661798,0.2867986523779109,0.9779591447440907,0.011270009726285935,0.10581519050538403,0.10581519050538403
physical_fixed,22,deepsets,700,358400,0.8056437351042405,0.3345356264617294,1.1401793615659699,0.010804721256718039,0.10566027600254678,0.10566027600254678
physical_fixed,22,deepsets,800,409600,0.9199292139383033,0.3819570268969983,1.3018862408353016,0.011108081992715598,0.10560515422091787,0.10560515422091787
physical_fixed,22,deepsets,900,460800,1.0346932370448485,0.4298212475841865,1.464514484629035,0.010965373469516634,0.10578851729266381,0.10560515422091787
physical_fixed,22,deepsets,1000,512000,1.1489706467837095,0.47728214925155044,1.62625279603526,0.011050282381474971,0.10660279526252317,0.10560515422091787
physical_fixed,22,deepsets,1100,563200,1.2630361811025068,0.5247443872503936,1.7877805683529004,0.010974063007161021,0.1058927576007111,0.10560515422091787
physical_fixed,22,deepsets,1200,614400,1.377236467320472,0.5721700746798888,1.9494065420003608,0.010874828333035111,0.1054742852551255,0.1054742852551255
physical_fixed,22,deepsets,1300,665600,1.4911330761387944,0.6195810801582411,2.1107141562970355,0.01087612240575254,0.1056462954951522,0.1054742852551255
physical_fixed,22,deepsets,1400,716800,1.6052075354382396,0.6669710940914229,2.2721786295296624,0.010894926069304346,0.10568234567369217,0.1054742852551255
physical_fixed,22,deepsets,1500,768000,1.7204412196297199,0.7148500402690843,2.435291259898804,0.010833497121930123,0.10550409956783602,0.1054742852551255
physical_fixed,22,deepsets,1600,819200,1.835235541104339,0.7626974411541596,2.5979329822584987,0.01093988511711359,0.10549958889066137,0.1054742852551255
physical_fixed,22,deepsets,1700,870400,1.9492995094042271,0.8100942129967734,2.7593937224010006,0.0108095049764961,0.10536807065884828,0.10536807065884828
physical_fixed,22,deepsets,1800,921600,2.0635238472605124,0.8574629223439842,2.9209867696044967,0.010867360327392817,0.10585512685079336,0.10536807065884828
physical_fixed,22,deepsets,1900,972800,2.177590993931517,0.9049183676252142,3.082509361556731,0.010866159740835428,0.1057223848431388,0.10536807065884828
physical_fixed,22,deepsets,2000,1024000,2.2916389545425773,0.9522135170409456,3.243852471583523,0.010995530309155583,0.10537369164779387,0.10536807065884828
physical_fixed,22,deepsets,2100,1075200,2.405792410019785,0.9997052820399404,3.4054976920597255,0.010958353746682406,0.10575894491832474,0.10536807065884828
physical_fixed,22,deepsets,2200,1126400,2.519905867171474,1.047116159577854,3.567022026749328,0.010963272145017982,0.10543966722482226,0.10536807065884828
physical_fixed,22,deepsets,2300,1177600,2.6342584390658885,1.094628392253071,3.7288868313189596,0.010942543614655733,0.10532371763814333,0.10532371763814333
physical_fixed,22,deepsets,2400,1228800,2.748618283891119,1.1420142465503886,3.8906325304415077,0.011040357537567616,0.1053852858023734,0.10532371763814333
physical_fixed,22,deepsets,2500,1280000,2.862539627123624,1.1893034368986264,4.0518430640222505,0.010925103770568967,0.10539783135121901,0.10532371763814333
physical_fixed,22,deepsets,2600,1331200,2.9768389622913674,1.236599784111604,4.2134387464029714,0.010868046861141921,0.10539736047973612,0.10532371763814333
physical_fixed,22,deepsets,2700,1382400,3.0912042361451313,1.2841184580465779,4.375322694191709,0.010838530994951724,0.10619049163433934,0.10532371763814333
physical_fixed,22,deepsets,2800,1433600,3.205021626316011,1.3315460440935567,4.536567670409568,0.010918350825086236,0.10535373976825106,0.10532371763814333
physical_fixed,22,deepsets,2900,1484800,3.3201204317156225,1.3791303761536255,4.699250807869248,0.010997304711490869,0.10568730519085665,0.10532371763814333
physical_fixed,22,deepsets,3000,1536000,3.4345487121026963,1.4265716146910563,4.861120326793753,0.010919015733525156,0.10583958410959293,0.10532371763814333
physical_fixed,33,mean_var,0,0,0.0,0.0,0.0,,0.55124403845705,0.55124403845705
physical_fixed,33,mean_var,100,51200,0.08499225624836981,0.0470137451775372,0.13200600142590702,0.03671104982495308,0.12947186262938695,0.12947186262938695
physical_fixed,33,mean_var,200,102400,0.1696848792489618,0.09390002849977463,0.26358490774873644,0.016094882693141698,0.12407047112122058,0.12407047112122058
physical_fixed,33,mean_var,300,153600,0.25453484954778105,0.14095708564855158,0.39549193519633263,0.014252500887960196,0.1124114790994113,0.1124114790994113
physical_fixed,33,mean_var,400,204800,0.33888479392044246,0.18828796688467264,0.5271727608051151,0.011501741306856274,0.10401614375848049,0.10401614375848049
physical_fixed,33,mean_var,500,256000,0.4237610161071643,0.23540649854112417,0.6591675146482885,0.011009800676256419,0.10340595437207258,0.10340595437207258
physical_fixed,33,mean_var,600,307200,0.5082013191422448,0.28253619640599936,0.7907375155482441,0.01083366272971034,0.10322103868636541,0.10322103868636541
physical_fixed,33,mean_var,700,358400,0.5926196710206568,0.32945318322163075,0.9220728542422876,0.010965279890224338,0.10313682562709119,0.10313682562709119
physical_fixed,33,mean_var,800,409600,0.6773279762128368,0.37626729067415,1.0535952668869868,0.010919408341869712,0.10306450577837532,0.10306450577837532
physical_fixed,33,mean_var,900,460800,0.7621133611537516,0.42309738392941654,1.1852107450831681,0.01094753896817565,0.10305875998609165,0.10305875998609165
physical_fixed,33,mean_var,1000,512000,0.8480287506245077,0.4706838622223586,1.3187126128468663,0.010922845304012298,0.10324713478762469,0.10305875998609165
physical_fixed,33,mean_var,1100,563200,0.9340611634543166,0.5183547622291371,1.4524159256834537,0.011112578520551324,0.10368442131009348,0.10305875998609165
physical_fixed,33,mean_var,1200,614400,1.0187802001601085,0.5653491914272308,1.5841293915873393,0.01105972334742546,0.10313307607943568,0.10305875998609165
physical_fixed,33,mean_var,1300,665600,1.1034695018315688,0.6123919207602739,1.7158614225918427,0.010938797742128373,0.10319311391655099,0.10305875998609165
physical_fixed,33,mean_var,1400,716800,1.188458326505497,0.6594645114382729,1.84792283794377,0.010877268305048347,0.10316734633612769,0.10305875998609165
physical_fixed,33,mean_var,1500,768000,1.2732054883381352,0.706318651442416,1.9795241397805512,0.010882445080205798,0.10383641455614022,0.10305875998609165
physical_fixed,33,mean_var,1600,819200,1.3579072495922446,0.7532071155728772,2.111114365165122,0.010966293951496483,0.10354321752906778,0.10305875998609165
physical_fixed,33,mean_var,1700,870400,1.4426643764600158,0.8000695236260071,2.242733900086023,0.010960470056161284,0.10359762791090892,0.10305875998609165
physical_fixed,33,mean_var,1800,921600,1.5272379223024473,0.846880818833597,2.3741187411360443,0.010812916485592723,0.10306585101366547,0.10305875998609165
physical_fixed,33,mean_var,1900,972800,1.611917293164879,0.8938791546970606,2.5057964478619397,0.010893549183383583,0.10341104913338867,0.10305875998609165
physical_fixed,33,mean_var,2000,1024000,1.6965411579003558,0.9408476675162092,2.637388825416565,0.010930721992626785,0.10299775578043718,0.10299775578043718
physical_fixed,33,mean_var,2100,1075200,1.7813654124038294,0.9879066194407642,2.7692720318445936,0.010957296481356025,0.1037234814709886,0.10299775578043718
physical_fixed,33,mean_var,2200,1126400,1.8658370620105416,1.0347867141244933,2.900623776135035,0.010832195729017257,0.10304844234182273,0.10299775578043718
physical_fixed,33,mean_var,2300,1177600,1.9503801787504926,1.0817073200596496,3.0320874988101423,0.010956806112080813,0.10331513662071244,0.10299775578043718
physical_fixed,33,mean_var,2400,1228800,2.0351577397668734,1.1286418949021026,3.163799634668976,0.010812264485284686,0.1029770079878537,0.1029770079878537
physical_fixed,33,mean_var,2500,1280000,2.119797418010421,1.1756946055684239,3.295492023578845,0.010914082685485483,0.10303584592356536,0.1029770079878537
physical_fixed,33,mean_var,2600,1331200,2.205091610434465,1.2226728666573763,3.4277644770918414,0.010975310243666173,0.10296198450536138,0.10296198450536138
physical_fixed,33,mean_var,2700,1382400,2.2897086086450145,1.2696335556684062,3.5593421643134207,0.010915811154991389,0.10298871033852786,0.10296198450536138
physical_fixed,33,mean_var,2800,1433600,2.3744271042523906,1.3163444554666057,3.6907715597189963,0.010796563317999244,0.10308048687270589,0.10296198450536138
physical_fixed,33,mean_var,2900,1484800,2.4591341573977843,1.3631952439900488,3.822329401387833,0.010890049329027533,0.10316280473388731,0.10296198450536138
physical_fixed,33,mean_var,3000,1536000,2.544292484293692,1.4101900367531925,3.9544825210468844,0.011098035480827093,0.10300502197794456,0.10296198450536138
physical_fixed,33,expanded_stats,0,0,0.0,0.0,0.0,,0.4895716218970302,0.4895716218970302
physical_fixed,33,expanded_stats,100,51200,0.1015233111102134,0.04724575416184962,0.14876906527206302,0.029130559945479036,0.1313024013789777,0.1313024013789777
physical_fixed,33,expanded_stats,200,102400,0.20230875129345804,0.09459484508261085,0.2969035963760689,0.016458282629027963,0.1244551385019151,0.1244551385019151
physical_fixed,33,expanded_stats,300,153600,0.3031995693454519,0.14163737720809877,0.44483694655355066,0.013345557730644941,0.10538285745948248,0.10538285745948248
physical_fixed,33,expanded_stats,400,204800,0.4042370970128104,0.1888210434699431,0.5930581404827535,0.011045707939192653,0.1039247521482896,0.1039247521482896
physical_fixed,33,expanded_stats,500,256000,0.5050685608293861,0.23603725736029446,0.7411058181896806,0.011043196255341172,0.10344359299976769,0.10344359299976769
physical_fixed,33,expanded_stats,600,307200,0.606146858073771,0.28319654311053455,0.8893434011843055,0.010875393133610488,0.10333029843929167,0.10333029843929167
physical_fixed,33,expanded_stats,700,358400,0.7072679218836129,0.33028631296474487,1.0375542348483577,0.011115470165386797,0.10349185682623047,0.10333029843929167
physical_fixed,33,expanded_stats,800,409600,0.8084272748092189,0.37717595661524683,1.1856032314244658,0.010987191665917636,0.10328362719852685,0.10328362719852685
physical_fixed,33,expanded_stats,900,460800,0.9112766647012904,0.4254377337638289,1.3367143984651193,0.010977719016373157,0.10315582168702063,0.10315582168702063
physical_fixed,33,expanded_stats,1000,512000,1.0117083875229582,0.4724331988254562,1.4841415863484144,0.010985302962362766,0.10312881813309227,0.10312881813309227
physical_fixed,33,expanded_stats,1100,563200,1.1127220559865236,0.5195397455245256,1.6322618015110493,0.011105586579069494,0.10596202115150226,0.10312881813309227
physical_fixed,33,expanded_stats,1200,614400,1.2132284884573892,0.5667957523837686,1.7800242408411577,0.011103585166856646,0.10331320074066967,0.10312881813309227
physical_fixed,33,expanded_stats,1300,665600,1.3139439859660342,0.6140012526884675,1.9279452386545017,0.010952867735177278,0.10318382141959277,0.10312881813309227
physical_fixed,33,expanded_stats,1400,716800,1.4152041798224673,0.6610457102069631,2.0762498900294304,0.010858325753360987,0.1031648376418394,0.10312881813309227
physical_fixed,33,expanded_stats,1500,768000,1.515817107516341,0.7081155822379515,2.2239326897542924,0.010909083327278494,0.1045656280455274,0.10312881813309227
physical_fixed,33,expanded_stats,1600,819200,1.616624778835103,0.7551210533129051,2.371745832148008,0.010962922759354114,0.10339752045472211,0.10312881813309227
physical_fixed,33,expanded_stats,1700,870400,1.7169181073550135,0.8021298118401319,2.5190479191951454,0.010971044078469277,0.10302676560030827,0.10302676560030827
physical_fixed,33,expanded_stats,1800,921600,1.8180550709366798,0.849258569884114,2.667313640820794,0.010808659018948674,0.10361429017879556,0.10302676560030827
physical_fixed,33,expanded_stats,1900,972800,1.91872340394184,0.896300983033143,2.815024386974983,0.01089207362383604,0.10297132388485877,0.10297132388485877
physical_fixed,33,expanded_stats,2000,1024000,2.019492748309858,0.9431829743552953,2.9626757226651534,0.010869484487921,0.10292390471543554,0.10292390471543554
physical_fixed,33,expanded_stats,2100,1075200,2.120629928074777,0.9901660433970392,3.1107959714718163,0.011038671592250466,0.10294004668644648,0.10292390471543554
physical_fixed,33,expanded_stats,2200,1126400,2.2210859291953966,1.037165576359257,3.2582515055546537,0.010882144905626773,0.10326656437672478,0.10292390471543554
physical_fixed,33,expanded_stats,2300,1177600,2.3218946770066395,1.0841215432155877,3.4060162202222273,0.010985186202451586,0.10303221823191858,0.10292390471543554
physical_fixed,33,expanded_stats,2400,1228800,2.4439744119299576,1.138937791227363,3.5829122031573206,0.010844244193285703,0.10292149135774344,0.10292149135774344
physical_fixed,33,expanded_stats,2500,1280000,2.5631977720186114,1.1924351404886693,3.7556329125072807,0.010978512736037373,0.10305262732125557,0.10292149135774344
physical_fixed,33,expanded_stats,2600,1331200,2.6624202363891527,1.2389728490961716,3.9013930854853243,0.01099834726192057,0.10293993229728077,0.10292149135774344
physical_fixed,33,expanded_stats,2700,1382400,2.761756331077777,1.2855587162775919,4.047315047355369,0.01089243557304144,0.10338047681557193,0.10292149135774344
physical_fixed,33,expanded_stats,2800,1433600,2.8611530227353796,1.332196316216141,4.193349338951521,0.010870793927460909,0.10344049638744704,0.10292149135774344
physical_fixed,33,expanded_stats,2900,1484800,2.960054117022082,1.3788006390677765,4.338854756089859,0.010939727518707514,0.10289553780552378,0.10289553780552378
physical_fixed,33,expanded_stats,3000,1536000,3.0587620896985754,1.425277037662454,4.484039127361029,0.011094421204179526,0.10291826031908916,0.10289553780552378
physical_fixed,33,deepsets,0,0,0.0,0.0,0.0,,0.5585499618233061,0.5585499618233061
physical_fixed,33,deepsets,100,51200,0.11441999790258706,0.04686688492074609,0.16128688282333314,0.0531877703871578,0.13008740134588404,0.13008740134588404
physical_fixed,33,deepsets,200,102400,0.22778018284589052,0.09370029787532985,0.3214804807212204,0.01666246123611927,0.12815019987635873,0.12815019987635873
physical_fixed,33,deepsets,300,153600,0.34028076427057385,0.1404838952003047,0.48076465947087854,0.015474878810346126,0.11812711443708314,0.11812711443708314
physical_fixed,33,deepsets,400,204800,0.45418413111474365,0.18761394114699215,0.6417980722617358,0.01179440806619823,0.10352630244713645,0.10352630244713645
physical_fixed,33,deepsets,500,256000,0.5681826216168702,0.2349625596543774,0.8031451812712476,0.011017350936308503,0.10340475790437317,0.10340475790437317
physical_fixed,33,deepsets,600,307200,0.6810909159248695,0.2817517265211791,0.9628426424460486,0.010842546978965402,0.10385304609597243,0.10340475790437317
physical_fixed,33,deepsets,700,358400,0.7939765254268423,0.32846938737202436,1.1224459127988666,0.011041221180930734,0.1031554047994696,0.1031554047994696
physical_fixed,33,deepsets,800,409600,0.9068144802004099,0.3751920312643051,1.282006511464715,0.01096214103512466,0.10338630372773551,0.1031554047994696
physical_fixed,33,deepsets,900,460800,1.0197702307486907,0.42189272481482476,1.4416629555635154,0.01094294094480574,0.10314000239290523,0.10314000239290523
physical_fixed,33,deepsets,1000,512000,1.1328061470994726,0.4686178433476016,1.6014239904470742,0.01093973827548325,0.10330169722780665,0.10314000239290523
physical_fixed,33,deepsets,1100,563200,1.2457206572871655,0.5154679614352062,1.7611886187223718,0.01112529806792736,0.10340530942292807,0.10314000239290523
physical_fixed,33,deepsets,1200,614400,1.3586554009234533,0.5622098221210763,1.9208652230445296,0.011051984196528792,0.10368728577172433,0.10314000239290523
physical_fixed,33,deepsets,1300,665600,1.471483696019277,0.6089503193506971,2.080434015369974,0.010951579306274653,0.10301414700153844,0.10301414700153844
physical_fixed,33,deepsets,1400,716800,1.5852104605874047,0.6556732923490927,2.2408837529364973,0.010852173054590821,0.10304536247926642,0.10301414700153844
physical_fixed,33,deepsets,1500,768000,1.6979738964000717,0.702377324574627,2.4003512209746987,0.010906407414004206,0.10351961900802496,0.10301414700153844
physical_fixed,33,deepsets,1600,819200,1.8136001342209056,0.7510122685926035,2.564612402813509,0.010937929023057222,0.10400534432550337,0.10301414700153844
physical_fixed,33,deepsets,1700,870400,1.927037779125385,0.7982193939387798,2.725257173064165,0.010921590812504291,0.10301011316926864,0.10301011316926864
physical_fixed,33,deepsets,1800,921600,2.040287290350534,0.8454255650285631,2.885712855379097,0.01080150851048529,0.10326681847987723,0.10301011316926864
physical_fixed,33,deepsets,1900,972800,2.153277028584853,0.8926500965608284,3.045927125145681,0.01087910721078515,0.10305304017820693,0.10301011316926864
physical_fixed,33,deepsets,2000,1024000,2.2665357822552323,0.9399014970986173,3.2064372793538496,0.010893712863326072,0.10295130477858543,0.10295130477858543
physical_fixed,33,deepsets,2100,1075200,2.37967198388651,0.9872105859685689,3.366882569855079,0.01100464883260429,0.10300196915622539,0.10295130477858543
physical_fixed,33,deepsets,2200,1126400,2.492754501174204,1.0344288139604032,3.5271833151346073,0.010891670063138008,0.10292859163172183,0.10292859163172183
physical_fixed,33,deepsets,2300,1177600,2.605757222045213,1.081585034262389,3.687342256307602,0.010989569332450629,0.1035343163525748,0.10292859163172183
physical_fixed,33,deepsets,2400,1228800,2.7190471632638946,1.1288090355228633,3.847856198786758,0.010818236703053118,0.10294475206223695,0.10292859163172183
physical_fixed,33,deepsets,2500,1280000,2.8321474557742476,1.1760455399053171,4.008192995679565,0.010964948032051326,0.1031970459135155,0.10292859163172183
physical_fixed,33,deepsets,2600,1331200,2.9455340964486822,1.223176263156347,4.168710359605029,0.01098111156374216,0.1029321100152238,0.10292859163172183
physical_fixed,33,deepsets,2700,1382400,3.0587838125647977,1.27042297529988,4.329206787864678,0.010917270900681614,0.10381204876634705,0.10292859163172183
physical_fixed,33,deepsets,2800,1433600,3.172825821209699,1.3180554463760927,4.490881267585792,0.010829006517305971,0.10346023653378518,0.10292859163172183
physical_fixed,33,deepsets,2900,1484800,3.287043284624815,1.3658190236892551,4.65286230831407,0.01094234530813992,0.10323319112125844,0.10292859163172183
physical_fixed,33,deepsets,3000,1536000,3.4001953286351636,1.4128188099712133,4.813014138606377,0.01110056127421558,0.10293468990938381,0.10292859163172183
physical_fixed,33,raw,0,0,0.0,0.0,0.0,,0.5031920102192513,0.5031920102192513
physical_fixed,33,raw,100,51200,0.07949820812791586,0.04685475991573185,0.1263529680436477,0.03220054804347455,0.13578459423741704,0.13578459423741704
physical_fixed,33,raw,200,102400,0.15826791676227003,0.09367876464966685,0.2519466814119369,0.01823006539605558,0.1353954358044757,0.1353954358044757
physical_fixed,33,raw,300,153600,0.23714248661417514,0.14064238592982292,0.37778487254399806,0.01805664675310254,0.13501208270727527,0.13501208270727527
physical_fixed,33,raw,400,204800,0.3158657536841929,0.18734882457647473,0.5032145782606676,0.018085121065378188,0.13444470513220041,0.13444470513220041
physical_fixed,33,raw,500,256000,0.3947598274098709,0.23438627389259636,0.6291461013024673,0.017864313283935188,0.13372301230934236,0.13372301230934236
physical_fixed,33,raw,600,307200,0.47386779624503106,0.2813021173933521,0.7551699136383832,0.017896337024867533,0.1328744796155393,0.1328744796155393
physical_fixed,33,raw,700,358400,0.5528847560053691,0.32812919840216637,0.8810139544075355,0.017794950641691686,0.13303678182015452,0.1328744796155393
physical_fixed,33,raw,800,409600,0.6319094052305445,0.37501467438414693,1.0069240796146914,0.01728827548213303,0.13201443509871125,0.13201443509871125
physical_fixed,33,raw,900,460800,0.7107907753670588,0.4219459602609277,1.1327367356279865,0.01672483142465353,0.12915728575133928,0.12915728575133928
physical_fixed,33,raw,1000,512000,0.7895484970649704,0.4687708489364013,1.2583193460013717,0.016413500402122735,0.1275966220927464,0.1275966220927464
physical_fixed,33,raw,1100,563200,0.8684418834745884,0.5156090507516637,1.3840509342262521,0.01613393919542432,0.1262385163683184,0.1262385163683184
physical_fixed,33,raw,1200,614400,0.9471622573910281,0.5625721651595086,1.5097344225505367,0.01545921272598207,0.12022114666414822,0.12022114666414822
physical_fixed,33,raw,1300,665600,1.0257991453399882,0.609409177210182,1.6352083225501701,0.014418137520551681,0.12553275351681661,0.12022114666414822
physical_fixed,33,raw,1400,716800,1.1042877152794972,0.656274281674996,1.7605619969544932,0.01373508428223431,0.11233033709199154,0.11233033709199154
physical_fixed,33,raw,1500,768000,1.183118661516346,0.7032517467159778,1.8863704082323238,0.012695587808266282,0.11030073825006174,0.11030073825006174
physical_fixed,33,raw,1600,819200,1.2619434049120173,0.7500214703613892,2.0119648752734065,0.012986100325360895,0.11249613929655086,0.11030073825006174
physical_fixed,33,raw,1700,870400,1.3407150891143829,0.7968605272471905,2.1375756163615733,0.012026640670374036,0.1069337394171403,0.1069337394171403
physical_fixed,33,raw,1800,921600,1.4193627381464466,0.8437489256029949,2.2631116637494415,0.011772948056459428,0.10561525093835314,0.10561525093835314
physical_fixed,33,raw,1900,972800,1.498029826907441,0.8908209522487596,2.3888507791562006,0.011426553903147578,0.10826858576464679,0.10561525093835314
physical_fixed,33,raw,2000,1024000,1.5767835539299995,0.9377201504539698,2.5145037043839693,0.01196496675722301,0.104804870120714,0.104804870120714
physical_fixed,33,raw,2100,1075200,1.6559088077628985,0.9847888420335948,2.6406976497964934,0.011724421624094247,0.10878871634430455,0.104804870120714
physical_fixed,33,raw,2200,1126400,1.7347492915578187,1.0316995678003877,2.7664488593582064,0.011720617860555648,0.10815593018362739,0.104804870120714
physical_fixed,33,raw,2300,1177600,1.8136185077019036,1.078773315763101,2.8923918234650046,0.011540675181895494,0.1054426057213017,0.104804870120714
physical_fixed,33,raw,2400,1228800,1.8926248421194032,1.125776976114139,3.018401818233542,0.011408675694838166,0.10463202379125769,0.10463202379125769
physical_fixed,33,raw,2500,1280000,1.9713568754959852,1.172663523349911,3.144020398845896,0.01159656247124076,0.10617566240480077,0.10463202379125769
physical_fixed,33,raw,2600,1331200,2.050152712268755,1.2195783368078992,3.269731049076654,0.011845897631719709,0.10535432969510136,0.10463202379125769
physical_fixed,33,raw,2700,1382400,2.128966878168285,1.2665735847549513,3.395540462923236,0.011324946731328965,0.10474705378602298,0.10463202379125769
physical_fixed,33,raw,2800,1433600,2.2087178381625563,1.3140517964493483,3.5227696346119046,0.011320896409451962,0.10487194255869081,0.10463202379125769
physical_fixed,33,raw,2900,1484800,2.288514187792316,1.3614363119704649,3.649950499762781,0.011328766234219073,0.11223675730096627,0.10463202379125769
physical_fixed,33,raw,3000,1536000,2.3674163575051352,1.4084872617386281,3.7759036192437634,0.011731601767241955,0.1047830150626235,0.10463202379125769
physical_snr,11,deepsets,0,0,0.0,0.0,0.0,,0.44715209542822837,0.44715209542822837
physical_snr,11,deepsets,100,51200,0.11399513459764421,0.04970898828469217,0.16370412288233638,0.04919471796602011,0.11462665056121978,0.11462665056121978
physical_snr,11,deepsets,200,102400,0.22724911000113934,0.0993559651542455,0.32660507515538484,0.011824191501364111,0.10489743294191214,0.10489743294191214
physical_snr,11,deepsets,300,153600,0.34063470747787505,0.14897081721574068,0.48960552469361573,0.011297178491950034,0.1036791749865019,0.1036791749865019
physical_snr,11,deepsets,400,204800,0.4545986674493179,0.1987616141559556,0.6533602816052735,0.011036793496459722,0.10336132606727721,0.10336132606727721
physical_snr,11,deepsets,500,256000,0.5685083855642006,0.24867447977885604,0.8171828653430566,0.01098584153689444,0.10321093454949737,0.10321093454949737
physical_snr,11,deepsets,600,307200,0.6826121397316456,0.2985435758018866,0.9811557155335322,0.010948957391083241,0.10305625299670207,0.10305625299670207
physical_snr,11,deepsets,700,358400,0.7964876110199839,0.34830907569266856,1.1447966867126524,0.010998521847650409,0.1033906187451927,0.10305625299670207
physical_snr,11,deepsets,800,409600,0.9102793091442436,0.3979503884911537,1.3082296976353973,0.010862860279157758,0.10290330153134951,0.10290330153134951
